,#AUTHID,STATUS,sentiNEG,sentiPOS,sentiNEU,sentiCOMPOUND,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,Unnamed: 20,Unnamed: 21
3630,4b8c9b247d45495cdb1ebf755fcec1f6,man,0,0.62,0.38,0.5994,3.75,2.5,4,4.75,4.5,y,n,y,y,y,12/13/09 07:03 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3631,4b8c9b247d45495cdb1ebf755fcec1f6,definitely nerd freaked jaye thought left 3d glass movie store,0.655,0,0.345,-0.5859,3.75,2.5,4,4.75,4.5,y,n,y,y,y,12-09-2009 23:57,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3632,4b8c9b247d45495cdb1ebf755fcec1f6,looking job ended two,0,0,1,0,3.75,2.5,4,4.75,4.5,y,n,y,y,y,12/14/09 07:24 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3633,4b8c9b247d45495cdb1ebf755fcec1f6,dear rain wonderful boating friend ahead please away sincerely barb,0.643,0,0.357,-0.5574,3.75,2.5,4,4.75,4.5,y,n,y,y,y,12-07-2009 02:18,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3634,4b8c9b247d45495cdb1ebf755fcec1f6,wanna join me renee chaz bar tonight,0.743,0,0.257,-0.4391,3.75,2.5,4,4.75,4.5,y,n,y,y,y,11/24/09 03:03 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3635,4b8c9b247d45495cdb1ebf755fcec1f6,intern renee tonight interesting night,0,0,1,0,3.75,2.5,4,4.75,4.5,y,n,y,y,y,07/15/09 03:19 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3636,4b8c9b247d45495cdb1ebf755fcec1f6,thing remember watching scary movie 1 phone line always get cut cell phone lost broken never service 2 power always get turned 3 girl get hurt miraculously break ankle leg 4,0,0.615,0.385,0.5859,3.75,2.5,4,4.75,4.5,y,n,y,y,y,11/29/09 07:12 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3637,4b8c9b247d45495cdb1ebf755fcec1f6,reggae band covering best beatles albums completeHappyfaceorsmiley,0,0,1,0,3.75,2.5,4,4.75,4.5,y,n,y,y,y,06/29/09 03:02 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3638,4b8c9b247d45495cdb1ebf755fcec1f6,threw forcefully native tonightlove jaye,0.224,0.216,0.56,-0.0258,3.75,2.5,4,4.75,4.5,y,n,y,y,y,12-07-2009 16:46,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3639,4b8c9b247d45495cdb1ebf755fcec1f6,adventurous night filled natives crazy screaming men half naked girls what night,0.437,0,0.563,-0.4767,3.75,2.5,4,4.75,4.5,y,n,y,y,y,07-04-2009 15:30,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3640,4b8c9b247d45495cdb1ebf755fcec1f6,another adventurous nativesgoing holland time,0,0,1,0,3.75,2.5,4,4.75,4.5,y,n,y,y,y,12/14/09 02:55 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3641,4b8c9b247d45495cdb1ebf755fcec1f6,bye eluntil sunday,0,0,1,0,3.75,2.5,4,4.75,4.5,y,n,y,y,y,01-07-2010 17:08,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3642,4b8c9b247d45495cdb1ebf755fcec1f6,bar tonightis ask,0.404,0.161,0.435,-0.5994,3.75,2.5,4,4.75,4.5,y,n,y,y,y,12/15/09 02:16 AM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3643,4b8c9b247d45495cdb1ebf755fcec1f6,woke root stuck headweird,0.231,0,0.769,-0.4019,3.75,2.5,4,4.75,4.5,y,n,y,y,y,01-12-2010 15:05,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3644,4b8c9b247d45495cdb1ebf755fcec1f6,feel inside turned goo seep pore minute,0,0.672,0.328,0.6249,3.75,2.5,4,4.75,4.5,y,n,y,y,y,01/14/10 09:49 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3645,4b8c9b247d45495cdb1ebf755fcec1f6,starting room basement,0.268,0,0.732,-0.296,3.75,2.5,4,4.75,4.5,y,n,y,y,y,10-04-2009 17:16,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3646,4b8c9b247d45495cdb1ebf755fcec1f6,tonightcall wanna over,0,0,1,0,3.75,2.5,4,4.75,4.5,y,n,y,y,y,01/31/10 08:54 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3647,4b8c9b247d45495cdb1ebf755fcec1f6,adventureto kalamazoo bitch jealous,0,0,1,0,3.75,2.5,4,4.75,4.5,y,n,y,y,y,01-10-2010 23:52,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3648,4b8c9b247d45495cdb1ebf755fcec1f6,ughthursday fast enough,0,0.423,0.577,0.296,3.75,2.5,4,4.75,4.5,y,n,y,y,y,01/26/10 05:16 AM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3649,4b8c9b247d45495cdb1ebf755fcec1f6,ughi jobFrownsadandryorpouting,0.437,0,0.563,-0.4767,3.75,2.5,4,4.75,4.5,y,n,y,y,y,01/17/10 07:28 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3650,4b8c9b247d45495cdb1ebf755fcec1f6,finally the inspection house look awesome,0.626,0,0.374,-0.7717,3.75,2.5,4,4.75,4.5,y,n,y,y,y,01/24/10 07:33 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3651,4b8c9b247d45495cdb1ebf755fcec1f6,pumped harry potter chazyou best bf ever,0,0.333,0.667,0.25,3.75,2.5,4,4.75,4.5,y,n,y,y,y,02/13/10 08:04 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3652,4b8c9b247d45495cdb1ebf755fcec1f6,wonderful two day boat,0.486,0.162,0.352,-0.6808,3.75,2.5,4,4.75,4.5,y,n,y,y,y,02-12-2010 03:28,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3653,4b8c9b247d45495cdb1ebf755fcec1f6,freaking wonderful night in bad ways,0,0.444,0.556,0.6808,3.75,2.5,4,4.75,4.5,y,n,y,y,y,10/19/09 06:11 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3654,4b8c9b247d45495cdb1ebf755fcec1f6,cold,0,0,1,0,3.75,2.5,4,4.75,4.5,y,n,y,y,y,02/20/10 05:55 PM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3655,4b8c9b247d45495cdb1ebf755fcec1f6,nothing unbelievably busy matter 2 days,0,0,1,0,3.75,2.5,4,4.75,4.5,y,n,y,y,y,02/14/10 06:38 AM,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3656,4b8c9b247d45495cdb1ebf755fcec1f6,party place call cell join,0.268,0,0.732,-0.296,3.75,2.5,4,4.75,4.5,y,n,y,y,y,02-09-2010 16:44,289,39253.6,94.98,0.03,40499,0.49,0.13,,
3657,bbe1ab61508fad201213fbe8090c5a75,karma bitch it,0,0.474,0.526,0.5574,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,06/23/09 08:39 AM,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3658,bbe1ab61508fad201213fbe8090c5a75,goodbye elsee tomorrow,0,0,1,0,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,07/22/09 08:53 AM,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3659,bbe1ab61508fad201213fbe8090c5a75,aloneand terribly boredFrownsadandryorpouting,0.107,0.089,0.804,0.1027,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,07-11-2009 08:06,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3660,bbe1ab61508fad201213fbe8090c5a75,completely uncomfortable,0.241,0,0.759,-0.2263,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,08/26/09 02:52 PM,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3661,bbe1ab61508fad201213fbe8090c5a75,inglourious basterds boy,0.697,0,0.303,-0.5574,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,08/30/09 02:10 PM,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3662,bbe1ab61508fad201213fbe8090c5a75,partying place tonightcall wanna join,0.583,0,0.417,-0.1027,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,08/15/09 02:19 PM,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3663,bbe1ab61508fad201213fbe8090c5a75,nachofest,0,0,1,0,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,08/19/09 04:59 AM,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3664,bbe1ab61508fad201213fbe8090c5a75,wish things could change sadly never will face reality,0,0,1,0,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,10/26/09 11:51 AM,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3665,bbe1ab61508fad201213fbe8090c5a75,wearing bra bar terrible idea,0,0.457,0.543,0.6369,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,10-12-2009 04:55,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3666,bbe1ab61508fad201213fbe8090c5a75,library rest life,0,0,1,0,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,11-03-2009 11:21,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3667,bbe1ab61508fad201213fbe8090c5a75,realized never break studying school,0.783,0,0.217,-0.5574,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,11/17/09 01:41 AM,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3668,bbe1ab61508fad201213fbe8090c5a75,phone decide accepting phone call momentfor texts ugh hate technology,0.245,0.3,0.455,0.1531,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,12-02-2009 04:33,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3669,bbe1ab61508fad201213fbe8090c5a75,earlier everyone el trying studybut chaz stole damn red bull,0,0,1,0,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,12/26/09 02:24 AM,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3670,bbe1ab61508fad201213fbe8090c5a75,awesome start weeknot,0.588,0,0.412,-0.6908,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,12/19/09 08:34 AM,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3671,bbe1ab61508fad201213fbe8090c5a75,competition man finish word search fastestwe nerd,0,0,1,0,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,12/31/09 04:00 PM,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3672,bbe1ab61508fad201213fbe8090c5a75,migraineugh,0,0.346,0.654,0.5719,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,01-04-2010 05:57,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3673,bbe1ab61508fad201213fbe8090c5a75,reeeaaallllyyyy taking woodstock,0,0,1,0,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,01-03-2009 07:30,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3674,bbe1ab61508fad201213fbe8090c5a75,bar tonight join me,1,0,0,-0.6597,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,01/16/10 02:17 AM,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3675,bbe1ab61508fad201213fbe8090c5a75,bit pig yesterday finger hurts,0,0,1,0,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,02-11-2010 12:33,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3676,bbe1ab61508fad201213fbe8090c5a75,rob zombie disappointed menever thought happen,0,0,1,0,4.5,2.75,3.25,2.75,3.75,y,n,n,n,n,02/14/10 11:50 AM,369,65119.5,96.43,0.02,66518,0.49,0.09,,
3677,7b061056ba902bf5a3f0f123fb181ad3,man plays nacho fest tomorrow,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,06/24/09 08:08 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3678,7b061056ba902bf5a3f0f123fb181ad3,please stop smoking cigarette houseor might kill you,0,0.605,0.395,0.8481,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,06/21/09 08:08 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3679,7b061056ba902bf5a3f0f123fb181ad3,yes almost two long years finally reunited feel good,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,06/19/09 08:21 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3680,7b061056ba902bf5a3f0f123fb181ad3,yesgot house myself,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,06/27/09 12:04 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3681,7b061056ba902bf5a3f0f123fb181ad3,rupert night,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,06/25/09 06:50 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3682,7b061056ba902bf5a3f0f123fb181ad3,studying eyeball fall out two week missed,0.712,0,0.288,-0.8126,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,07-02-2009 19:32,1264,780799,97.97,0.01,792237,0.5,0.06,,
3683,7b061056ba902bf5a3f0f123fb181ad3,facebook stalking  falking hahaha angie,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,07/16/09 06:24 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3684,7b061056ba902bf5a3f0f123fb181ad3,relocated espresso royaleugh doneFrownsadandryorpouting,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,07-06-2009 12:04,1264,780799,97.97,0.01,792237,0.5,0.06,,
3685,7b061056ba902bf5a3f0f123fb181ad3,hilariousness listening npr guy interviewing band band bunch science nerd made science songs song called brother chimp something talked believed evolution guy interviewing goesso genesis song laughed hard funnythe end,0,0.483,0.517,0.4215,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,07/14/09 01:39 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3686,7b061056ba902bf5a3f0f123fb181ad3,relocated timestill studying home long confusing dayFrownsadandryorpouting,0,0.651,0.349,0.6808,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,07/20/09 01:28 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3687,7b061056ba902bf5a3f0f123fb181ad3,oh sucker nerdy guy,0.524,0,0.476,-0.296,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,07/28/09 06:04 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3688,7b061056ba902bf5a3f0f123fb181ad3,hard studying,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,08-04-2009 12:01,1264,780799,97.97,0.01,792237,0.5,0.06,,
3689,7b061056ba902bf5a3f0f123fb181ad3,five day angie,0,0.469,0.531,0.6486,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,06/26/09 08:16 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3690,7b061056ba902bf5a3f0f123fb181ad3,ughnothing productive day,0.47,0,0.53,-0.7351,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,08-06-2009 16:09,1264,780799,97.97,0.01,792237,0.5,0.06,,
3691,7b061056ba902bf5a3f0f123fb181ad3,spending saturday best wayat library alex,0.355,0,0.645,-0.5267,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,06/20/09 03:22 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3692,7b061056ba902bf5a3f0f123fb181ad3,oh mysterious man whose voice sound seth rogen fell even face,0.272,0.293,0.435,0.0516,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,06/28/09 07:11 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3693,7b061056ba902bf5a3f0f123fb181ad3,feel shit,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,08/18/09 01:56 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3694,7b061056ba902bf5a3f0f123fb181ad3,christmas cheer damn watch charlie brown christmas,0,0.385,0.615,0.7841,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,08-09-2009 14:10,1264,780799,97.97,0.01,792237,0.5,0.06,,
3695,7b061056ba902bf5a3f0f123fb181ad3,attempting finish 10 page paper,0.25,0.375,0.375,0.25,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,07-04-2009 21:25,1264,780799,97.97,0.01,792237,0.5,0.06,,
3696,7b061056ba902bf5a3f0f123fb181ad3,stuck battlecreek nightugh hate snow sometimes,0,0.375,0.625,0.34,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,08/22/09 05:34 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3697,7b061056ba902bf5a3f0f123fb181ad3,porn star asked move house,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,07/27/09 12:07 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3698,7b061056ba902bf5a3f0f123fb181ad3,girl sitting coffee shop discussing stds loudly wonderful,0.412,0,0.588,-0.5423,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,08/28/09 05:07 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3699,7b061056ba902bf5a3f0f123fb181ad3,already,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,08/28/09 04:44 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3700,7b061056ba902bf5a3f0f123fb181ad3,sore tired,0.744,0,0.256,-0.4417,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,08/27/09 02:52 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3701,7b061056ba902bf5a3f0f123fb181ad3,work lib alex,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,08-01-2009 10:04,1264,780799,97.97,0.01,792237,0.5,0.06,,
3702,7b061056ba902bf5a3f0f123fb181ad3,calculated carbon foot printsick,0.272,0.358,0.37,0.1779,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,07/23/09 06:51 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3703,7b061056ba902bf5a3f0f123fb181ad3,almost done semester,0,0.535,0.465,0.6962,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,09/14/09 01:40 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3704,7b061056ba902bf5a3f0f123fb181ad3,yayi propnames lovely face spend holiday propname wish u propname,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,09/25/09 02:11 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3705,7b061056ba902bf5a3f0f123fb181ad3,attempting finish 10 page paper,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,10-01-2009 14:02,1264,780799,97.97,0.01,792237,0.5,0.06,,
3706,7b061056ba902bf5a3f0f123fb181ad3,bought book booked flight chaz denver,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,10-02-2009 14:33,1264,780799,97.97,0.01,792237,0.5,0.06,,
3707,7b061056ba902bf5a3f0f123fb181ad3,done,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,09-02-2009 04:54,1264,780799,97.97,0.01,792237,0.5,0.06,,
3708,7b061056ba902bf5a3f0f123fb181ad3,ughi hate landlord hate renting,0,0.778,0.222,0.5423,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,10-11-2009 01:32,1264,780799,97.97,0.01,792237,0.5,0.06,,
3709,7b061056ba902bf5a3f0f123fb181ad3,keep haiti families thoughts donate can,0,0.778,0.222,0.5423,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,09/24/09 02:55 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3710,7b061056ba902bf5a3f0f123fb181ad3,soo sorebut thats happens fall stair bruise entire left sideFrownsadandryorpouting,0,0.778,0.222,0.5423,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,10-12-2009 13:19,1264,780799,97.97,0.01,792237,0.5,0.06,,
3711,7b061056ba902bf5a3f0f123fb181ad3,ahh nice soo productive,0,0.778,0.222,0.5423,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,10-09-2009 12:05,1264,780799,97.97,0.01,792237,0.5,0.06,,
3712,7b061056ba902bf5a3f0f123fb181ad3,thanks birthday wish everyone day,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,10/18/09 02:01 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3713,7b061056ba902bf5a3f0f123fb181ad3,need stop slacking,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,09/19/09 12:47 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3714,7b061056ba902bf5a3f0f123fb181ad3,owwbroke pinky toe again,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,09/21/09 02:06 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3715,7b061056ba902bf5a3f0f123fb181ad3,homework babysitting daybrought wii entertain two favorite twins,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,10-03-2009 15:02,1264,780799,97.97,0.01,792237,0.5,0.06,,
3716,7b061056ba902bf5a3f0f123fb181ad3,sledding kids death trap wooden sled snowball fightsgotta michigan,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,09/30/09 01:48 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3717,7b061056ba902bf5a3f0f123fb181ad3,listened waiting ruca sublime made propname propname ugh miss guys,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,10/23/09 01:39 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3718,7b061056ba902bf5a3f0f123fb181ad3,wish procrastinated weekend paper draft sucks,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,11-01-2009 21:02,1264,780799,97.97,0.01,792237,0.5,0.06,,
3719,7b061056ba902bf5a3f0f123fb181ad3,trying productive lib propname,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,10/26/09 01:21 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3720,7b061056ba902bf5a3f0f123fb181ad3,bar bright pink wall mounted deer head and rose elvis absolutely wonderful night,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,10/30/09 02:20 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3721,7b061056ba902bf5a3f0f123fb181ad3,haha public speaking todayclass cancelled,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,10-07-2009 11:08,1264,780799,97.97,0.01,792237,0.5,0.06,,
3722,7b061056ba902bf5a3f0f123fb181ad3,in days played soccer minefield,0,0.388,0.612,0.5859,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,11-10-2009 09:07,1264,780799,97.97,0.01,792237,0.5,0.06,,
3723,7b061056ba902bf5a3f0f123fb181ad3,rime lum,0,0.322,0.678,0.8225,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,11/13/09 02:30 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3724,7b061056ba902bf5a3f0f123fb181ad3,learned booze  high heel  bad idea,0,0.294,0.706,0.3612,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,11/24/09 06:23 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3725,7b061056ba902bf5a3f0f123fb181ad3,gonna around chicago mid september,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,11/29/09 10:37 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3726,7b061056ba902bf5a3f0f123fb181ad3,slightly mad,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,12/16/09 02:55 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3727,7b061056ba902bf5a3f0f123fb181ad3,say but everyone it,0.244,0,0.756,-0.4404,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,12/16/09 12:41 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3728,7b061056ba902bf5a3f0f123fb181ad3,making facebook better no leavingConfusion,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,12/13/09 11:40 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3729,7b061056ba902bf5a3f0f123fb181ad3,need more motivations motivate motivate me rawr,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,12/24/09 04:11 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3730,7b061056ba902bf5a3f0f123fb181ad3,absolutely nothing say,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,12/25/09 07:30 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3731,7b061056ba902bf5a3f0f123fb181ad3,quick survey used poke week month remember,0.138,0.233,0.629,0.3612,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,12-07-2009 12:01,1264,780799,97.97,0.01,792237,0.5,0.06,,
3732,7b061056ba902bf5a3f0f123fb181ad3,sees became spys pirate profile yarr,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,08-03-2009 10:10,1264,780799,97.97,0.01,792237,0.5,0.06,,
3733,7b061056ba902bf5a3f0f123fb181ad3,12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890,0,0.206,0.794,0.0772,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,12/31/09 10:58 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3734,7b061056ba902bf5a3f0f123fb181ad3,merry christmas,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,12-01-2009 06:11,1264,780799,97.97,0.01,792237,0.5,0.06,,
3735,7b061056ba902bf5a3f0f123fb181ad3,merry christmas,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,12/23/09 03:31 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3736,7b061056ba902bf5a3f0f123fb181ad3,merry christmas,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,01-05-2010 04:49,1264,780799,97.97,0.01,792237,0.5,0.06,,
3737,7b061056ba902bf5a3f0f123fb181ad3,merry christmas,0.155,0,0.845,-0.296,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,12/15/09 07:18 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3738,7b061056ba902bf5a3f0f123fb181ad3,21 agaiiiiinnnnn,0,0,1,0,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,12/14/09 12:42 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3739,7b061056ba902bf5a3f0f123fb181ad3,year everyone side earth real now,0,0.438,0.562,0.5994,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,01/23/10 01:01 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3740,7b061056ba902bf5a3f0f123fb181ad3,10 inch snow within 4 hours whoa,0,0.63,0.37,0.5267,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,12/30/09 10:13 AM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3741,7b061056ba902bf5a3f0f123fb181ad3,happened 2009 heck go,0,0.167,0.833,0.5267,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,01/29/10 08:48 PM,1264,780799,97.97,0.01,792237,0.5,0.06,,
3742,7b061056ba902bf5a3f0f123fb181ad3,understood feel rearranging seat titanic,0,0.056,0.944,0.0772,3.7,2.25,3.3,3.7,4.05,y,n,n,y,y,01-01-2009 01:56,1264,780799,97.97,0.01,792237,0.5,0.06,,
